"LSOA11CD","index_of_multiple_deprivation_imd_decile","wkt"
"E01003712",2,"MULTIPOLYGON (((543466 190076, 543519.4 189994.9, 543526.4 190033.4, 543636.6 190030.2, 543740.7 189975.1, 543764.9 190072, 543792.7 190072, 543865.3 190007.2, 543864 189927, 543723.2 189823.6, 543715.4 189817.7, 543578.8 189714.2, 543508.6 189654.3, 543330.6 189789.3, 543201.3 189884.7, 543180.6 189901, 543270.8 190044.3, 543270.8 190085.9, 543380.3 190080.8, 543427.1 190078.8, 543466 190076)))"
"E01003713",6,"MULTIPOLYGON (((546114 186948, 546124.6 186918, 546162.5 186921.7, 546216.3 186766, 546282.7 186788.4, 546295.9 186753.8, 546186.4 186715.5, 546126.9 186694.3, 545991.9 186645.4, 545988.4 186644.1, 545781.8 186570.4, 545770.8 186601.8, 545804.6 186618.3, 545749 186772.7, 545849.9 186817.5, 545885.6 186824.8, 545918.3 186841.9, 545911 186876, 545903.8 186913.1, 545952.6 186952.2, 545932.9 186992.6, 545953.7 187062.4, 546193.6 187113.9, 546230 186988, 546114 186948)))"
"E01003714",5,"MULTIPOLYGON (((545521.8 187102.3, 545518.7 187058, 545576.7 187059.4, 545596.4 186948, 545651 186819.8, 545552.4 186790.3, 545567 186749.4, 545435.5 186713.1, 545391.7 186692.8, 545268.7 186637.3, 545236.9 186626, 545075.7 186915, 545110.2 186929.9, 545090.7 186966, 545049.5 186950.9, 545095.4 187022.4, 545209.7 187048.1, 545218.7 187050.1, 545474.3 187094.2, 545485 187095.9, 545521.8 187102.3)))"
"E01003715",5,"MULTIPOLYGON (((545829.2 187158.1, 545857.1 187102.4, 545935.1 187110.9, 545953.7 187062.4, 545932.9 186992.6, 545952.6 186952.2, 545903.8 186913.1, 545911 186876, 545918.3 186841.9, 545885.6 186824.8, 545849.9 186817.5, 545749 186772.7, 545804.6 186618.3, 545770.8 186601.8, 545781.8 186570.4, 545761 186562.9, 545566.8 186494.4, 545615.9 186728.6, 545602.7 186756.9, 545567 186749.4, 545552.4 186790.3, 545651 186819.8, 545596.4 186948, 545576.7 187059.4, 545518.7 187058, 545521.8 187102.3, 545829.2 187158.1)))"
"E01003716",4,"MULTIPOLYGON (((546413 187028, 546455.8 186984.2, 546582.9 186990.8, 546580.4 186745.4, 546579.5 186707, 546542.1 186420, 546602.4 186386.7, 546591.2 186338.6, 546562 186296.6, 546705.7 186165.5, 546616 186050.6, 546514.5 185860, 546276.1 185861.1, 546269.8 185810, 546207.3 185774.2, 546283.2 186043.1, 546220.4 186268.3, 546310.9 186442.4, 546322.9 186473.1, 546318.2 186619.9, 546324.8 186763.8, 546295.9 186753.8, 546282.7 186788.4, 546273.4 186856.3, 546285.9 186910, 546324 186910, 546324.4 186985, 546370.5 186982.4, 546411 186983, 546413 187028)))"
"E01003718",5,"MULTIPOLYGON (((546833.2 187288.2, 546841.7 187237.2, 546914 187244.9, 546938.4 187122.9, 546668.9 187111.2, 546670 187070.5, 546408 187070.3, 546376.7 187177.1, 546367.5 187219.8, 546370.5 187291.2, 546593.7 187346.3, 546797 187392, 546982 187437.2, 546990 187403, 546947 187389, 546925.1 187315.5, 546864.6 187294.3, 546833.2 187288.2)))"
"E01003719",4,"MULTIPOLYGON (((546376.7 187177.1, 546408 187070.3, 546670 187070.5, 546750.3 187068.4, 546753.7 187013, 546883.2 186999.3, 546984.5 186859.4, 546954.9 186783.5, 546883 186600.1, 547044.2 186548.1, 547093.6 186537, 546990 186401.2, 546864.7 186402, 546867.6 186346.9, 546801.8 186356.7, 546602.4 186386.7, 546542.1 186420, 546579.5 186707, 546580.4 186745.4, 546582.9 186990.8, 546455.8 186984.2, 546413 187028, 546411 186983, 546370.5 186982.4, 546324.4 186985, 546324 186910, 546285.9 186910, 546273.4 186856.3, 546282.7 186788.4, 546216.3 186766, 546162.5 186921.7, 546124.6 186918, 546114 186948, 546230 186988, 546193.6 187113.9, 545953.7 187062.4, 545935.1 187110.9, 545857.1 187102.4, 545829.2 187158.1, 546073.7 187212.4, 546370.5 187291.2, 546367.5 187219.8, 546376.7 187177.1)))"
"E01003720",3,"MULTIPOLYGON (((546190 192137, 546213.3 192077.6, 546182.1 192021.5, 546223 191996.8, 546397.8 191956.8, 546409.7 191855.4, 546735.8 191522.6, 546510.5 191357.3, 546194.4 191201.8, 545957.9 191628.2, 545934.9 191621, 545856.1 191812.3, 545890.1 191829.9, 545878.6 191858.1, 545701.9 191788.9, 545623.9 191758.3, 545608.8 191796, 545567 191783, 545504.3 191962, 545587 192000, 545627 191889.1, 545662.5 191911.2, 545655.5 192067, 545692 192057, 545720 192050.3, 545737.1 192108.5, 545838 192089, 546033 192092, 546190 192137)))"
"E01003721",5,"MULTIPOLYGON (((545218.9 192048, 545236.2 191964.7, 545344.7 192009.5, 545472.2 192080.5, 545470.8 192115.3, 545512.2 192104.1, 545604.2 192080.3, 545655.5 192067, 545662.5 191911.2, 545627 191889.1, 545587 192000, 545504.3 191962, 545567 191783, 545608.8 191796, 545623.9 191758.3, 545558.2 191732.5, 545527 191719.9, 545457.4 191691.8, 545379 191660.1, 545157.2 191570.6, 545087.5 191543, 545124.7 191790.9, 545171.9 192110.5, 545193.7 192117.9, 545188.9 192056.6, 545218.9 192048)))"
"E01003722",4,"MULTIPOLYGON (((546782.5 192852.1, 546992 192640, 546945 192603, 546880.3 192615.5, 546812.3 192695.4, 546776.9 192644.3, 546765.1 192583.7, 546818 192599, 546874 192535, 546824 192490, 546713.5 192393.7, 546757.6 192367.6, 546736.6 192204.4, 546711.2 192114.3, 546569 191993, 546520.5 192065.6, 546573.4 192107.8, 546549.7 192290.7, 546569.9 192320, 546522.4 192330.7, 546515.8 192379.6, 546467.7 192347.6, 546462 192350, 546472 192389, 546396.7 192390.4, 546392 192443.5, 546514.6 192542.7, 546422.4 192623.7, 546365.1 192614.6, 546354.6 192694.1, 546509.3 192821.3, 546485.9 192850.8, 546519 192874, 546490 192911.9, 546642.2 193021.2, 546782.5 192852.1)))"
"E01003723",3,"MULTIPOLYGON (((546354.6 192694.1, 546365.1 192614.6, 546422.4 192623.7, 546514.6 192542.7, 546392 192443.5, 546396.7 192390.4, 546472 192389, 546462 192350, 546467.7 192347.6, 546515.8 192379.6, 546522.4 192330.7, 546569.9 192320, 546549.7 192290.7, 546573.4 192107.8, 546520.5 192065.6, 546569 191993, 546409.7 191855.4, 546397.8 191956.8, 546223 191996.8, 546182.1 192021.5, 546213.3 192077.6, 546190 192137, 546128.6 192186.6, 546150 192236, 546206.1 192213, 546245.8 192284.6, 546107.5 192343.3, 546131.3 192397.9, 546109.1 192438, 546066.6 192468.5, 546092.1 192533.8, 546020.5 192561.8, 546000.9 192604.3, 546087.2 192644.5, 546253.4 192744.3, 546410.5 192855.2, 546490 192911.9, 546519 192874, 546485.9 192850.8, 546509.3 192821.3, 546354.6 192694.1)))"
"E01003724",5,"MULTIPOLYGON (((545475.5 192586.8, 545509.2 192523.3, 545732.6 192608.9, 545764.8 192509.4, 546000.9 192604.3, 546020.5 192561.8, 545998.4 192516.2, 545836.7 192430.1, 545772 192409.2, 545673.5 192438.2, 545588.8 192461, 545503.2 192439.1, 545413.7 192353.8, 545415.3 192350.7, 545355.2 192316.2, 545365.6 192284.2, 545281 192280, 545290.4 192257.6, 545234 192255.7, 545076.6 192578.1, 545031.9 192568.5, 544997.8 192616.2, 545164.9 192712.2, 545355.9 192817.8, 545475.5 192586.8)))"
"E01003725",4,"MULTIPOLYGON (((544997.8 192616.2, 545031.9 192568.5, 545076.6 192578.1, 545234 192255.7, 545290.4 192257.6, 545281 192280, 545365.6 192284.2, 545355.2 192316.2, 545415.3 192350.7, 545413.7 192353.8, 545503.2 192439.1, 545588.8 192461, 545673.5 192438.2, 545620.7 192382.4, 545644.2 192343.6, 545593 192300.4, 545617 192208, 545542.8 192226.3, 545512.2 192104.1, 545470.8 192115.3, 545472.2 192080.5, 545344.7 192009.5, 545236.2 191964.7, 545218.9 192048, 545188.9 192056.6, 545193.7 192117.9, 545171.9 192110.5, 545155.7 192236, 545135.7 192290.1, 545059.1 192481.2, 544962.5 192599.5, 544997.8 192616.2)))"
"E01003726",3,"MULTIPOLYGON (((548635.8 192826.6, 548781.4 192587.4, 548880.7 192166.9, 548887.9 192018.5, 548888.7 191680.2, 548957.4 191526, 548924.9 191372.2, 548886.6 191142.2, 548877.7 191097.3, 548767.4 191139, 548453.8 190810.1, 548062.9 191594.2, 547961.9 191699.8, 547773.2 191820.7, 547525.7 192108, 546735.8 191522.6, 546409.7 191855.4, 546569 191993, 546711.2 192114.3, 546736.6 192204.4, 546757.6 192367.6, 546713.5 192393.7, 546824 192490, 546874 192535, 546818 192599, 546765.1 192583.7, 546776.9 192644.3, 546812.3 192695.4, 546880.3 192615.5, 546945 192603, 546992 192640, 546782.5 192852.1, 546897.2 192898.2, 547193.3 193151.1, 547283 193342.6, 547472.1 193465.5, 547491 193549, 547942.6 193796.3, 548106.9 193800.9, 548572.4 193032.9, 548583.7 193000.3, 548635.8 192826.6)))"
"E01003727",3,"MULTIPOLYGON (((546109.1 192438, 546131.3 192397.9, 546107.5 192343.3, 546245.8 192284.6, 546206.1 192213, 546150 192236, 546128.6 192186.6, 546190 192137, 546033 192092, 545838 192089, 545737.1 192108.5, 545720 192050.3, 545692 192057, 545655.5 192067, 545604.2 192080.3, 545512.2 192104.1, 545542.8 192226.3, 545617 192208, 545593 192300.4, 545644.2 192343.6, 545620.7 192382.4, 545673.5 192438.2, 545772 192409.2, 545836.7 192430.1, 545998.4 192516.2, 546020.5 192561.8, 546092.1 192533.8, 546066.6 192468.5, 546109.1 192438)))"
"E01003728",3,"MULTIPOLYGON (((543591.7 186320.7, 543640.9 186235, 543698.6 186207, 543707.8 186115.2, 543736.8 186058.9, 543708 186041.7, 543716.9 185994.4, 543604.2 185915.5, 543577.7 185901.3, 543584.1 185855.8, 543637.2 185798.9, 543690.7 185625.1, 543609.5 185589.8, 543620 185562, 543575.4 185538.6, 543518.1 185633.7, 543503.1 185738.3, 543448.1 186013.5, 543439.5 186034.5, 543339.8 186221.3, 543427.5 186023, 543430 186016.1, 543489.8 185725.2, 543508.3 185616.3, 543560.4 185533.3, 543493.2 185518.3, 543469.8 185709.4, 543458.5 185823, 543399.6 185817.2, 543375.5 185974, 543370.5 186000.2, 543256.1 186183.1, 543153.5 186286.8, 542905.7 186191.7, 543275 186384.2, 543347.8 186417.8, 543572.2 186497.7, 543608 186511.2, 543591.7 186320.7)))"
"E01003729",3,"MULTIPOLYGON (((543863 185773.9, 543875.7 185738, 543912.4 185751.6, 543936.1 185640.9, 543970.8 185610.1, 544002.3 185499.5, 543969 185486, 543961 185504, 543940 185525.1, 543763.7 185458.1, 543725 185609, 543701.3 185597.5, 543690.7 185625.1, 543637.2 185798.9, 543584.1 185855.8, 543577.7 185901.3, 543604.2 185915.5, 543716.9 185994.4, 543708 186041.7, 543736.8 186058.9, 543749.1 186036.6, 543837.2 185857.4, 543863 185773.9)))"
"E01003730",4,"MULTIPOLYGON (((544127.6 185589.3, 544121.8 185545.7, 544168 185562.8, 544181.8 185529.1, 544063.8 185476.8, 544018.4 185463.7, 544002.3 185499.5, 543970.8 185610.1, 543936.1 185640.9, 543912.4 185751.6, 544114.3 185829.3, 544219.1 185869.4, 544247.8 185804.9, 544275.8 185730.9, 544303.4 185657.8, 544127.6 185589.3)))"
"E01003731",4,"MULTIPOLYGON (((544303.4 185657.8, 544331.2 185586.2, 544425 185625.5, 544457.1 185639, 544469.5 185603.2, 544423.1 185584.7, 544461.1 185486.2, 544522.1 185509.6, 544587.2 185339.1, 544385.8 185308.3, 544291.6 185210, 544227.8 185310.4, 544082.6 185355.8, 544078.6 185352.6, 544015 185355.1, 544008 185371, 543969 185486, 544002.3 185499.5, 544018.4 185463.7, 544063.8 185476.8, 544181.8 185529.1, 544168 185562.8, 544121.8 185545.7, 544127.6 185589.3, 544303.4 185657.8)))"
"E01003732",2,"MULTIPOLYGON (((543615.7 185328.6, 543651 185318.7, 543648.7 185350.9, 543691.6 185371.9, 543784.6 185353.6, 543793.3 185336.1, 543807.7 185276.6, 543824.6 185209.9, 543839.4 185077, 543803.3 185051.5, 543725.6 185064.7, 543735.6 184944.2, 543705.6 184937.2, 543702.8 184966.5, 543705 184910, 543667.8 184907, 543672.3 184931.3, 543636 184939.8, 543640.9 184854.7, 543740.8 184806.1, 543742 184782.6, 543701.5 184802.3, 543619.8 184826.1, 543601 184991.9, 543606.9 185071.9, 543566.5 185279.2, 543569.4 185457.2, 543615.7 185328.6)), ((543584.1 184991.9, 543595.5 184832.8, 543522.4 184862.5, 543538.9 184993.7, 543541.3 185053, 543532.2 185261.5, 543505.9 185438.3, 543499.2 185480.3, 543553.4 185465.9, 543547.3 185275, 543590.9 185067.3, 543584.1 184991.9)))"
"E01003733",4,"MULTIPOLYGON (((543560.4 185533.3, 543553.4 185465.9, 543499.2 185480.3, 543493.2 185518.3, 543560.4 185533.3)), ((543690.7 185625.1, 543701.3 185597.5, 543725 185609, 543763.7 185458.1, 543940 185525.1, 543961 185504, 543969 185486, 544008 185371, 544015 185355.1, 543989 185328.9, 544006.2 185298.7, 544008 185265, 543824.6 185209.9, 543807.7 185276.6, 543793.3 185336.1, 543784.6 185353.6, 543691.6 185371.9, 543648.7 185350.9, 543651 185318.7, 543615.7 185328.6, 543569.4 185457.2, 543575.4 185538.6, 543620 185562, 543609.5 185589.8, 543690.7 185625.1)))"
"E01003734",4,"MULTIPOLYGON (((544082.6 185355.8, 544227.8 185310.4, 544291.6 185210, 544327.9 185156, 544309 185112.1, 544253.8 185094.7, 544209.5 185070.6, 544267.8 184976.1, 544254.7 184944.1, 544159.9 184893.7, 544109.5 184898.6, 544093.1 184934.3, 544123.2 184973.2, 544092.4 184974.7, 544065.7 185106.2, 543840.9 185043.9, 543839.4 185077, 543824.6 185209.9, 544008 185265, 544006.2 185298.7, 543989 185328.9, 544015 185355.1, 544078.6 185352.6, 544082.6 185355.8)))"
"E01003735",2,"MULTIPOLYGON (((544741.9 185595, 544779.4 185445, 544834.7 185464.5, 544899.1 185296.6, 544909.9 185268.1, 544755.2 185233, 544671.6 185169.8, 544664.4 185164, 544435.3 185014.7, 544438.2 184975.4, 544379.1 184947.8, 544346.7 184932.1, 544338.2 184928, 544288.2 184902.8, 544190.5 184845.2, 544177.7 184858.3, 544166.3 184879.6, 544159.9 184893.7, 544254.7 184944.1, 544267.8 184976.1, 544209.5 185070.6, 544253.8 185094.7, 544309 185112.1, 544327.9 185156, 544291.6 185210, 544385.8 185308.3, 544587.2 185339.1, 544522.1 185509.6, 544741.9 185595)))"
"E01003736",4,"MULTIPOLYGON (((544065.7 185106.2, 544092.4 184974.7, 544123.2 184973.2, 544093.1 184934.3, 544109.5 184898.6, 544081.7 184878.5, 543941.9 184816.5, 543742 184782.6, 543740.8 184806.1, 543640.9 184854.7, 543636 184939.8, 543672.3 184931.3, 543667.8 184907, 543705 184910, 543702.8 184966.5, 543705.6 184937.2, 543735.6 184944.2, 543725.6 185064.7, 543803.3 185051.5, 543839.4 185077, 543840.9 185043.9, 544065.7 185106.2)))"
"E01003737",6,"MULTIPOLYGON (((546220.4 186268.3, 546283.2 186043.1, 546265.1 186039, 546222.5 186086.2, 546078.6 186036.8, 545890 185965.7, 545782.5 185907.1, 545710.5 185904.7, 545711.6 185967.3, 545742.4 185978.5, 545717.5 186039.9, 545529.8 185975.2, 545505.3 186039, 545865.6 186166.2, 545789 186232.2, 545821.1 186312.2, 545743.3 186392.5, 545756.2 186477.5, 545761 186562.9, 545781.8 186570.4, 545988.4 186644.1, 545991.9 186645.4, 546126.9 186694.3, 546186.4 186715.5, 546295.9 186753.8, 546324.8 186763.8, 546318.2 186619.9, 546322.9 186473.1, 546310.9 186442.4, 546220.4 186268.3)))"
"E01003738",7,"MULTIPOLYGON (((546222.5 186086.2, 546265.1 186039, 546283.2 186043.1, 546207.3 185774.2, 546175.2 185730.9, 546126.2 185665, 546026.4 185555, 545840.8 185454.8, 545823 185507.7, 545709.9 185682.8, 545702.3 185738.9, 545662.1 185741.5, 545575.5 185682.6, 545573.5 185749.3, 545620.7 185779.2, 545596.1 185863.8, 545710.5 185904.7, 545782.5 185907.1, 545890 185965.7, 546078.6 186036.8, 546222.5 186086.2)))"
"E01003739",5,"MULTIPOLYGON (((544872.5 185877.7, 544919.7 185742.3, 545022 185778.8, 545014.7 185814.5, 545070.6 185835.4, 545064 185872, 545256.6 185941, 545283.4 185996.3, 545315.4 186007.8, 545296.7 185910.6, 545361.1 185922.2, 545404 185836, 545456.1 185820.7, 545452.4 185753, 545412 185745.9, 545426.4 185585.6, 545394.8 185556.6, 545348.9 185544.7, 545328.6 185525.5, 545363 185454, 545228.2 185415.8, 545240.4 185500.8, 545229 185536.7, 545197 185532, 545184 185463.7, 545176.5 185483.6, 545127.9 185426.2, 545115.3 185335.9, 544909.9 185268.1, 544899.1 185296.6, 544834.7 185464.5, 544779.4 185445, 544741.9 185595, 544912 185660, 544861.1 185792.7, 544806.5 185934.3, 544784.2 185991.9, 544890.8 186038.3, 544913.6 185963.4, 544841.3 185934.8, 544872.5 185877.7)))"
"E01003740",5,"MULTIPOLYGON (((545283.3 186412.4, 545318.3 186239, 545414.5 186261.4, 545458.7 186228.3, 545465.7 186316.5, 545482.9 186383.8, 545537.5 186377.6, 545756.2 186477.5, 545743.3 186392.5, 545821.1 186312.2, 545789 186232.2, 545865.6 186166.2, 545505.3 186039, 545529.8 185975.2, 545717.5 186039.9, 545742.4 185978.5, 545711.6 185967.3, 545710.5 185904.7, 545596.1 185863.8, 545620.7 185779.2, 545573.5 185749.3, 545452.4 185753, 545456.1 185820.7, 545404 185836, 545361.1 185922.2, 545296.7 185910.6, 545315.4 186007.8, 545283.4 185996.3, 545256.6 185941, 545064 185872, 545070.6 185835.4, 545014.7 185814.5, 544987.4 185881.3, 545044.9 185903.5, 545013.6 186020.8, 544963.5 186031.5, 544941 186224.9, 544923 186438, 544916.4 186515, 545003.9 186520.9, 545228.4 186622.1, 545283.3 186412.4)))"
"E01003741",6,"MULTIPOLYGON (((545573.5 185749.3, 545575.5 185682.6, 545662.1 185741.5, 545702.3 185738.9, 545709.9 185682.8, 545823 185507.7, 545840.8 185454.8, 545757.8 185411.9, 545702.8 185379.3, 545428.9 185170.9, 545342.2 185120.1, 545261.1 185065.4, 545230.1 185136.7, 545172.7 185370.9, 545184 185463.7, 545197 185532, 545229 185536.7, 545240.4 185500.8, 545228.2 185415.8, 545363 185454, 545328.6 185525.5, 545348.9 185544.7, 545394.8 185556.6, 545426.4 185585.6, 545412 185745.9, 545452.4 185753, 545573.5 185749.3)))"
"E01003742",6,"MULTIPOLYGON (((545615.9 186728.6, 545566.8 186494.4, 545761 186562.9, 545756.2 186477.5, 545537.5 186377.6, 545482.9 186383.8, 545465.7 186316.5, 545458.7 186228.3, 545414.5 186261.4, 545318.3 186239, 545283.3 186412.4, 545228.4 186622.1, 545236.9 186626, 545268.7 186637.3, 545391.7 186692.8, 545435.5 186713.1, 545567 186749.4, 545602.7 186756.9, 545615.9 186728.6)))"
"E01003743",5,"MULTIPOLYGON (((544941 186224.9, 544963.5 186031.5, 545013.6 186020.8, 545044.9 185903.5, 544987.4 185881.3, 545014.7 185814.5, 545022 185778.8, 544919.7 185742.3, 544872.5 185877.7, 544841.3 185934.8, 544913.6 185963.4, 544890.8 186038.3, 544784.2 185991.9, 544766.1 186036.7, 544704.6 186014.1, 544676.9 186129.8, 544676.2 186155.9, 544631.6 186478.6, 544671.1 186489.4, 544665.1 186516.7, 544785 186525.1, 544916.4 186515, 544923 186438, 544941 186224.9)))"
"E01003744",9,"MULTIPOLYGON (((540803.9 193460.8, 540921.6 193293.4, 540703 193372.9, 540664.3 193421.4, 540577.1 193411.6, 540604.1 193371.8, 540534.6 193238.8, 540485.3 193268, 540500 193287, 540467 193269, 540490.4 193406.2, 540307.1 193306.2, 540271.2 193329.8, 540175.9 193293.7, 540304.7 193083.7, 540284.1 193063.6, 540225 193084, 540181.6 193164.5, 540115 193114, 540060 192913, 539920.1 192937, 539942 193057.8, 539622 193259.8, 539679.2 193313.4, 539670.2 193364.5, 539730.4 193411.8, 539835.5 193510.7, 539863.1 193732.2, 539920.9 193895.5, 539912.1 193950.9, 539954.5 193987.3, 539961.8 194092.7, 539985.6 194096.7, 539989.4 194180.8, 540036.3 194159.7, 540220.6 194028, 540392.4 193844, 540451.3 193825, 540550.8 193759.3, 540543.6 193710.8, 540569.9 193702, 540574.8 193688.7, 540583.3 193669.5, 540668.8 193598.8, 540655.9 193560.3, 540722 193540.8, 540803.9 193460.8)))"
"E01003745",10,"MULTIPOLYGON (((540949.2 193259.5, 541152.6 193021.4, 541159.8 192973.1, 541302.9 192853.4, 541229.9 192788.4, 541267.9 192753.6, 541245.6 192723.6, 541194 192751, 541012.1 192557.6, 540981.6 192589.7, 541033.8 192646.6, 540980.1 192725.4, 540952.6 192695.3, 540800.3 192565.1, 540695.7 192517.1, 540524 192526, 540464.6 192481.5, 540459.5 192483.1, 540440.2 192587.9, 540556.3 192631.4, 540562.1 192765.7, 540478.5 192920.4, 540453.1 192897.3, 540376 192914, 540467 193269, 540500 193287, 540485.3 193268, 540534.6 193238.8, 540604.1 193371.8, 540577.1 193411.6, 540664.3 193421.4, 540703 193372.9, 540921.6 193293.4, 540939.1 193270.8, 540949.2 193259.5)))"
"E01003746",10,"MULTIPOLYGON (((540490.4 193406.2, 540467 193269, 540376 192914, 540453.1 192897.3, 540478.5 192920.4, 540562.1 192765.7, 540556.3 192631.4, 540440.2 192587.9, 540459.5 192483.1, 540321 192566, 540324 192622, 540232 192377, 540297 192400.9, 540284.3 192363.4, 540316 192333.9, 540241.6 192157.7, 540148.8 192169.4, 540164 192202, 540059.7 192255.8, 539965.4 192433, 539741.9 192743.9, 539657.5 192838.5, 539165.4 193050.6, 539562 193041.5, 539573.8 193136.4, 539544.9 193197, 539584.8 193232, 539622 193259.8, 539942 193057.8, 539920.1 192937, 540060 192913, 540115 193114, 540181.6 193164.5, 540225 193084, 540284.1 193063.6, 540304.7 193083.7, 540175.9 193293.7, 540271.2 193329.8, 540307.1 193306.2, 540490.4 193406.2)))"
"E01003747",9,"MULTIPOLYGON (((541390.4 192740.4, 541258.3 192455.8, 541178.1 192283.2, 541152.9 192229.8, 541109.2 192137.4, 541009.3 191906.9, 540937.7 191954.5, 541057 192215, 541012.5 192227.2, 540902.5 192093, 540861 192166.3, 540823 192175, 540824 192328, 540751 192267.6, 540672.5 192337.2, 540695.3 192454, 540464.6 192481.5, 540524 192526, 540695.7 192517.1, 540800.3 192565.1, 540952.6 192695.3, 540980.1 192725.4, 541033.8 192646.6, 540981.6 192589.7, 541012.1 192557.6, 541194 192751, 541245.6 192723.6, 541267.9 192753.6, 541229.9 192788.4, 541302.9 192853.4, 541344.7 192812, 541331.5 192776.5, 541390.4 192740.4)))"
"E01003748",10,"MULTIPOLYGON (((540695.3 192454, 540672.5 192337.2, 540751 192267.6, 540824 192328, 540823 192175, 540861 192166.3, 540902.5 192093, 541012.5 192227.2, 541057 192215, 540937.7 191954.5, 541009.3 191906.9, 540886.7 191543.2, 540743 191519.8, 540816 191643, 540858.9 191713.6, 540809 191714.2, 540791.9 191772.6, 540893.9 191908.2, 540809.2 191900.9, 540740.3 191927.4, 540728.4 191812, 540687.6 191817, 540660 191822, 540516 191861, 540436 191898, 540423.7 191903.9, 540219 191985, 540241.6 192157.7, 540316 192333.9, 540284.3 192363.4, 540297 192400.9, 540232 192377, 540324 192622, 540321 192566, 540459.5 192483.1, 540464.6 192481.5, 540695.3 192454)))"
